arrival_date,date_id,year,month,day,quarter
2017-08-22,775,2017,8,22,3
2017-08-23,776,2017,8,23,3
2017-08-24,777,2017,8,24,3
2017-08-25,778,2017,8,25,3
2017-08-26,779,2017,8,26,3
2017-08-27,780,2017,8,27,3
2017-08-28,781,2017,8,28,3
2017-08-29,782,2017,8,29,3
2017-08-30,783,2017,8,30,3
2017-08-31,784,2017,8,31,3
2016-01-20,785,2016,1,20,1
2015-12-09,786,2015,12,9,4
2017-03-21,787,2017,3,21,1
2016-01-11,788,2016,1,11,1
2015-12-16,789,2015,12,16,4
2015-11-22,790,2015,11,22,4
2016-01-24,791,2016,1,24,1
2016-03-06,792,2016,3,6,1
2016-11-13,793,2016,11,13,4
